,course_href,course_name,partner_title,stars,recent_views,num_ratings,num_reviews,description,outcome,highlight,length
234,/learn/introduction-to-cloud-development-with-html-css-javacript,"Introduction to Cloud Development with HTML, CSS, JavaScript",IBM,4.2,"82,388 recent views",35 ratings,9,"Want to take the first steps to become a Cloud Application Developer? This course will lead you through the languages and tools you will need to develop your own Cloud Apps.Beginning with an explanation of how internet servers and clients work together to deliver applications to users, this course then takes you through the context for application development in the Cloud, introducing front-end, back-end, and full-stack development.

You’ll then focus on the languages you need for front-end development, working with HTML, CSS, and JavaScript.

Finally, you will discover tools that help you to store your projects and keep track of changes made to project files, such as Git and GitHub.",[],"['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 15 hours to complete
235,/learn/sig-2,Systèmes d’Information Géographique - Partie 2,École Polytechnique Fédérale de Lausanne,4.3,"5,247 recent views",34 ratings,14,"Ce cours constitue la seconde partie d'un enseignement consacré aux bases théoriques et pratiques des systèmes d’information géographique.- Il propose une introduction aux systèmes d’information géographique qui ne requiert pas de connaissances préalables en informatique.
- Il donne la possibilité d’acquérir rapidement les notions de base qui vous permettent de créer des bases de données spatiales et de fabriquer des cartes géographiques.
- Il s’agit d’un cours pratique qui repose sur l’utilisation de logiciels libres, notamment QGIS.

Lors de la première partie du cours, vous avez exploré les principes de base de la numérisation du territoire et du stockage des géodonnées. Vous avez notamment appris à :
- Caractériser des objets et des phénomènes spatiaux (modélisation du territoire) du point de vue de leur positionnement dans l’espace (systèmes de coordonnées et projections, relations spatiales) et en fonction de leur nature intrinsèque (mode objet ou vecteur vs. mode image ou raster);
- Utiliser diverses méthodes d’acquisition de données (mesure directe, géoréférencement d’images, digitalisation, source de données existantes, etc.);
- Utiliser divers modes de stockage des géodonnées (fichiers simples et bases de données relationnelles);
- Utiliser des outils de modélisation des données pour décrire et implémenter une base de données; 
- Créer des requêtes dans un langage d’interrogation et de manipulation des données.

La seconde partie du cours porte sur les méthodes d'analyse spatiale et les techniques de représentation de l'information géoréférencée. Vous apprendrez notamment à:
- Analyser les propriétés spatiales de variables discrètes, par exemple en quantifiant l’autocorrélation spatiale;
- Travailler avec des variables continues (échantillonnage, interpolation et construction de courbes d’isovaleurs)
- Utiliser les modèles numériques d'altitude et leurs dérivées (pente, orientation, etc.);
- Utiliser des techniques de superposition des géodonnées;
- Produire des documents cartographiques selon les règles de la sémiologie graphique;
- Explorer d’autres formes de représentation spatiale (cartographie interactive sur internet, représentations 3D, et réalité augmentée).

La page https://www.facebook.com/moocsig fournit un forum interactif pour les participants à ce cours.",[],"['100% online', 'Shareable Certificate', 'Flexible deadlines', 'French']",Approx. 13 hours to complete
236,/learn/introduction-clinical-data,Introduction to Clinical Data,Stanford University,4.6,"39,917 recent views",95 ratings,19,This course introduces you to a framework for successful and ethical medical data mining. We will explore the variety of clinical data collected during the delivery of healthcare. You will learn to construct analysis-ready datasets and apply computational procedures to answer clinical questions. We will also explore issues of fairness and bias that may arise when we leverage healthcare data to make decisions about patient care.The Stanford University School of Medicine is accredited by the Accreditation Council for Continuing Medical Education (ACCME) to provide continuing medical education for physicians.  Visit the FAQs below for important information regarding 1) Date of original release and Termination or expiration date; 2) Accreditation and Credit Designation statements; 3) Disclosure of financial relationships for every person in control of activity content.,[],"['English', 'Shareable Certificate', 'Course 2 of 5 in the', 'Flexible deadlines', '100% online']",Approx. 12 hours to complete
237,/learn/data-results,Communicating Data Science Results,University of Washington,3.6,"2,586 recent views",134 ratings,37,"Important note: The second assignment in this course covers the topic of Graph Analysis in the Cloud, in which you will use Elastic MapReduce and the Pig language to perform graph analysis over a moderately large dataset, about 600GB. In order to complete this assignment, you will need to make use of Amazon Web Services (AWS). Amazon has generously offered to provide up to $50 in free AWS credit to each learner in this course to allow you to complete the assignment. Further details regarding the process of receiving this credit are available in the welcome message for the course, as well as in the assignment itself. Please note that Amazon, University of Washington, and Coursera cannot reimburse you for any charges if you exhaust your credit.While we believe that this assignment contributes an excellent learning experience in this course, we understand that some learners may be unable or unwilling to use AWS. We are unable to issue Course Certificates for learners who do not complete the assignment that requires use of AWS. As such, you should not pay for a Course Certificate in Communicating Data Results if you are unable or unwilling to use AWS, as you will not be able to successfully complete the course without doing so.

Making predictions is not enough!  Effective data scientists know how to explain and interpret their results, and communicate findings accurately to stakeholders to inform business decisions.  Visualization is the field of research in computer science that studies effective communication of quantitative results by linking perception, cognition, and algorithms to exploit the enormous bandwidth of the human visual cortex.  In this course you will learn to recognize, design, and use effective visualizations.

Just because you can make a prediction and convince others to act on it doesn’t mean you should.  In this course you will explore the ethical considerations around big data and how these considerations are beginning to influence policy and practice.   You will learn the foundational limitations of using technology to protect privacy and the codes of conduct emerging to guide the behavior of data scientists.  You will also learn the importance of reproducibility in data science and how the commercial cloud can help support reproducible research even for experiments involving massive datasets, complex computational infrastructures, or both.

Learning Goals: After completing this course, you will be able to:
1. Design and critique visualizations
2. Explain the state-of-the-art in privacy, ethics, governance around big data and data science
3. Use cloud computing to analyze large datasets in a reproducible way.","['67%started a new career after completing these courses', '60%got a tangible career benefit from this course', '33%got a pay increase or promotion']","['English', 'Course 3 of 4 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 8 hours to complete
238,/learn/financial-risk-management-with-r,Financial Risk Management with R,Duke University,4.5,"23,398 recent views",175 ratings,67,"This course teaches you how to calculate the return of a portfolio of securities as well as quantify the market risk of that portfolio, an important skill for financial market analysts in banks, hedge funds, insurance companies, and other financial services and investment firms. Using the R programming language with Microsoft Open R and RStudio, you will use the two main tools for calculating the market risk of stock portfolios: Value-at-Risk (VaR) and Expected Shortfall (ES). You will need a beginner-level understanding of R programming to complete the assignments of this course.",[],"['English', 'Shareable Certificate', 'Course 4 of 4 in the', 'Flexible deadlines', '100% online']",Approx. 15 hours to complete
239,/learn/evaluations-ai-applications-healthcare,Evaluations of AI Applications in Healthcare,Stanford University,4.5,"27,691 recent views",73 ratings,22,"With artificial intelligence applications proliferating throughout the healthcare system, stakeholders are faced with both opportunities and challenges of these evolving technologies. This course explores the principles of AI deployment in healthcare and the framework used to evaluate downstream effects of AI healthcare solutions.The Stanford University School of Medicine is accredited by the Accreditation Council for Continuing Medical Education (ACCME) to provide continuing medical education for physicians.  Visit the FAQs below for important information regarding 1) Date of original release and Termination or expiration date; 2) Accreditation and Credit Designation statements; 3) Disclosure of financial relationships for every person in control of activity content.",[],"['English', 'Shareable Certificate', 'Course 4 of 5 in the', 'Flexible deadlines', '100% online']",Approx. 11 hours to complete
240,/learn/analytics-business-metrics,Business Metrics for Data-Driven Companies,Duke University,4.6,"128,379 recent views","7,779 ratings",1612,"In this course, you will learn best practices for how to use data analytics to make any company more competitive and more profitable. You will be able to recognize the most critical business metrics and distinguish them from mere data.You’ll get a clear picture of the vital but different roles business analysts, business data analysts, and data scientists each play in various types of companies. And you’ll know exactly what skills are required to be hired for, and succeed at, these high-demand jobs.
 
Finally, you will be able to use a checklist provided in the course to score any company on how effectively it is embracing big data culture. Digital companies like Amazon, Uber and Airbnb are transforming entire industries through their creative use of big data. You’ll understand why these companies are so disruptive and how they use data-analytics techniques to out-compete traditional companies.","['23%got a tangible career benefit from this course', '11%got a pay increase or promotion', '23%started a new career after completing these courses']","['English', 'Shareable Certificate', 'Course 1 of 5 in the', 'Flexible deadlines', '100% online']",Approx. 8 hours to complete
241,/learn/data-analysis-reporting-sas-va,Data Analysis and Reporting in SAS Visual Analytics,SAS,4.8,"16,250 recent views",251 ratings,36,"In this course, you learn how to use SAS Visual Analytics on SAS Viya to modify data for analysis, perform data discovery and analysis, and create interactive reports.",[],"['English', 'Shareable Certificate', 'Course 2 of 5 in the', 'Flexible deadlines', '100% online']",Approx. 12 hours to complete
242,/learn/estrategia-marketing-digital,Marketing Digital,Universidade de São Paulo,4.8,"132,500 recent views","1,691 ratings",502,"Aprenda a desenvolver a estratégia de marketing digital para a sua empresa ou startup, nesse curso você irá aprender sobre os principais pontos do Marketing como ROI, SEO, SEM, Testes AB e como gerenciar o funil de conversão e também como usar plataformas como Google adwords e Analytics, Facebook Ads e Email Marketing.Esse curso é ministrado por profissionais do mercado que vão apresentar como aplicar cada um dos conceitos com aulas teóricas e práticas.

Neste curso serão abordados os seguintes temas:
Diferença entre o marketing tradicional
Importância do ROI e como calcular
Introdução a funil
Google Analytics
Google Adwords 
Tipos de canais
Como funciona SEM
Como funciona SEO
Como funciona Facebook Ads
Como funciona Email Marketing
Configurando e planejando campanhas
Testes AB
Como escolher sua estratégia
Metrificação e iteração

Ao final desse curso, esperamos que você esteja familiarizado com os principais conceitos, ferramentas e metodologias do marketing digital.

Não deixe de ver as perguntas frequentes antes de se inscrever

Conheça os nossos outros cursos:
- Criação de Startups: Como desenvolver negócios inovadores
       https://www.coursera.org/learn/criacao-startups  
- UX / UI: Fundamentos para o design de interface
       https://www.coursera.org/learn/ux-ui-design-de-interface 
- Consolidando empresas: Estrutura jurídica e financeira
       https://www.coursera.org/learn/consolidando-empresas
- Inove na gestão de equipes e negócios: o crescimento da empresa
       https://www.coursera.org/learn/gestao-equipes-negocios 
- Marketing e vendas B2B: fechando novos negócios
       https://www.coursera.org/learn/marketing-vendas-b2b","['14%got a pay increase or promotion', '31%started a new career after completing these courses', '40%got a tangible career benefit from this course']","['100% online', 'Shareable Certificate', 'Portuguese (Brazilian)', 'Flexible deadlines']",Approx. 16 hours to complete
243,/learn/data-management,Research Data Management and Sharing,The University of North Carolina at Chapel Hill,4.7,"21,617 recent views",509 ratings,144,"This course will provide learners with an introduction to research data management and sharing. After completing this course, learners will understand the diversity of data and their management needs across the research data lifecycle, be able to identify the components of good data management plans, and be familiar with best practices for working with data including the organization, documentation, and storage and security of data. Learners will also understand the impetus and importance of archiving and sharing data as well as how to assess the trustworthiness of repositories. Today, an increasing number of funding agencies, journals, and other stakeholders are requiring data producers to share, archive, and plan for the management of their data. In order to respond to these requirements, researchers and information professionals will need the data management and curation knowledge and skills that support the long-term preservation, access, and reuse of data. Effectively managing data can also help optimize research outputs, increase the impact of research, and support open scientific inquiry. After completing this course, learners will be better equipped to manage data throughout the entire research data lifecycle from project planning to the end of the project when data ideally are shared and made available within a trustworthy repository.

This course was developed by the Curating Research Assets and Data Using Lifecycle Education (CRADLE) Project in collaboration with EDINA at the University of Edinburgh. 

This course was made possible in part by the Institute of Museum and Library Services under award #RE-06-13-0052-13. The views, findings, conclusions or recommendations expressed in this Research Data Management and Sharing MOOC do not necessarily represent those of the Institute of Museum and Library Services.

Hashtag: #RDMSmooc","['20%got a tangible career benefit from this course', '21%started a new career after completing these courses']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 14 hours to complete
244,/learn/probability-statistics,Probability and Statistics: To p or not to p?,University of London,4.6,"67,062 recent views","1,117 ratings",391,"We live in an uncertain and complex world, yet we continually have to make decisions in the present with uncertain future outcomes.  Indeed, we should be on the look-out for ""black swans"" - low-probability high-impact events.To study, or not to study?  To invest, or not to invest?  To marry, or not to marry?

While uncertainty makes decision-making difficult, it does at least make life exciting!  If the entire future was known in advance, there would never be an element of surprise.  Whether a good future or a bad future, it would be a known future.

In this course we consider many useful tools to deal with uncertainty and help us to make informed (and hence better) decisions - essential skills for a lifetime of good decision-making.

Key topics include quantifying uncertainty with probability, descriptive statistics, point and interval estimation of means and proportions, the basics of hypothesis testing, and a selection of multivariate applications of key terms and concepts seen throughout the course.","['14%got a tangible career benefit from this course', '20%started a new career after completing these courses']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 16 hours to complete
245,/learn/missing-data,Dealing With Missing Data,"University of Maryland, College Park",3.8,"6,887 recent views",110 ratings,30,"This course will cover the steps used in weighting sample surveys, including methods for adjusting for nonresponse and using data external to the survey for calibration.  Among the techniques discussed are adjustments using estimated response propensities, poststratification, raking, and general regression estimation.  Alternative techniques for imputing values for missing items will be discussed.  For both weighting and imputation, the capabilities of different statistical software packages will be covered, including R®, Stata®, and SAS®.",[],"['English', 'Course 5 of 7 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 18 hours to complete
246,/learn/wharton-capstone-analytics,Business Analytics Capstone,University of Pennsylvania,4.5,"30,033 recent views",622 ratings,152,"The Business Analytics Capstone Project gives you the opportunity to apply what you've learned about how to make data-driven decisions to a real business challenge faced by global technology companies like Yahoo, Google, and Facebook. At the end of this Capstone, you'll be able to ask the right questions of the data, and know how to use data effectively to address business challenges of your own. You’ll understand how cutting-edge businesses use data to optimize marketing, maximize revenue, make operations efficient, and make hiring and management decisions so that you can apply these strategies to your own company or business. Designed with Yahoo to give you invaluable experience in evaluating and creating data-driven decisions, the Business Analytics Capstone Project provides the chance for you to devise a plan of action for optimizing data itself to provide key insights and analysis, and to describe the interaction between key financial and non-financial indicators. Once you complete your analysis, you'll be better prepared to make better data-driven business decisions of your own.","['28%got a tangible career benefit from this course', '21%got a pay increase or promotion', '26%started a new career after completing these courses']","['English', 'Course 5 of 5 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 13 hours to complete
247,/learn/dna-sequencing,Algorithms for DNA Sequencing,Johns Hopkins University,4.8,"37,008 recent views",705 ratings,164,"We will learn computational methods -- algorithms and data structures -- for analyzing DNA sequencing data. We will learn a little about DNA, genomics, and how DNA sequencing is used.  We will use Python to implement key algorithms and data structures and to analyze real genomes and DNA sequencing datasets.","['33%got a tangible career benefit from this course', '43%started a new career after completing these courses']","['English', 'Shareable Certificate', 'Course 4 of 8 in the', 'Flexible deadlines', '100% online']",Approx. 12 hours to complete
248,/learn/data-analytics-business-capstone,Advanced Business Analytics Capstone,University of Colorado Boulder,4.3,"12,122 recent views",51 ratings,17,"The analytics process is a collection of interrelated activities that lead to better decisions and to a higher business performance. The capstone of this specialization is designed with the goal of allowing you to experience this process. The capstone project will take you from data to analysis and models, and ultimately to presentation of insights. In this capstone project, you will analyze the data on financial loans to help with the investment decisions of an investment company. You will go through all typical steps of a data analytics project, including data understanding and cleanup, data analysis, and presentation of analytical results. 
For the first week, the goal is to understand the data and prepare the data for analysis. As we discussed  in this specialization, data preprocessing and cleanup is often the first step in data analytics projects. Needless to say, this step is crucial for the success of this project.  

In the second week, you will perform some predictive analytics tasks, including classifying loans and predicting losses from defaulted loans. You will try a variety of tools and techniques  this week, as the predictive accuracy of different tools can vary quite a bit. It is rarely the case that the default model produced by ASP is the best model possible. Therefore, it is important for you to tune the different models in order to improve the performance.

Beginning in the third week, we turn our attention to prescriptive analytics, where you will provide some concrete suggestions on how to allocate investment funds using analytics tools, including clustering and simulation based optimization. You will see that allocating funds wisely is crucial for the financial return of the investment portfolio.

In the last week, you are expected to present your analytics results to your clients. Since you will obtain many results in your project, it is important for you to judiciously choose what to include in your presentation. You are also expected to follow the principles we covered in the courses in preparing your presentation.",[],"['English', 'Course 5 of 5 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 19 hours to complete
249,/learn/matlab-capstone,Data Science Project: MATLAB for the Real World,MathWorks,4.8,"15,889 recent views",12 ratings,6,"Like most subjects, practice makes perfect in Data Science.   In the capstone project, you will apply the skills learned across courses in the Practical Data Science with MATLAB specialization to explore, process, analyze, and model data.   You will choose your own pathway to answer key questions with the provided data.To complete the project, you must have mastery of the skills covered in other courses in the specialization.  The project will test your ability to import and explore your data, prepare the data for analysis, train a predictive model, evaluate and improve your model, and communicate your results.",[],"['English', 'Shareable Certificate', 'Course 4 of 4 in the', 'Flexible deadlines', '100% online']",Approx. 13 hours to complete
250,/learn/gis-capstone,Geospatial Analysis Project,"University of California, Davis",4.8,"16,951 recent views",223 ratings,67,"In this project-based course, you will design and execute a complete GIS-based analysis – from identifying a concept, question or issue you wish to develop, all the way to final data products and maps that you can add to your portfolio. Your completed project will demonstrate your mastery of the content in the GIS Specialization and is broken up into four phases:Milestone 1: Project Proposal - Conceptualize and design your project in the abstract, and write a short proposal that includes the project description, expected data needs, timeline, and how you expect to complete it.

Milestone 2: Workflow Design - Develop the analysis workflow for your project, which will typically involve creating at least one core algorithm for processing your data. The model need not be complex or complicated, but it should allow you to analyze spatial data for a new output or to create a new analytical map of some type.

Milestone 3: Data Analysis – Obtain and preprocess data, run it through your models or other workflows in order to get your rough data products, and begin creating your final map products and/or analysis.

Milestone 4: Web and Print Map Creation – Complete your project by submitting usable and attractive maps and your data and algorithm for peer review and feedback.","['25%got a pay increase or promotion', '46%started a new career after completing these courses', '50%got a tangible career benefit from this course']","['English', 'Course 5 of 5 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 62 hours to complete
251,/learn/deep-learning-reinforcement-learning,Deep Learning and Reinforcement Learning,IBM,4.7,"40,130 recent views",24 ratings,5,"This course introduces you to two of the most sought-after disciplines in Machine Learning: Deep Learning and Reinforcement Learning. Deep Learning is a subset of Machine Learning that has applications in both Supervised and Unsupervised Learning, and is frequently used to power most of the AI applications that we use on a daily basis. First you will learn about the theory behind Neural Networks, which are the basis of Deep Learning, as well as several modern architectures of Deep Learning. Once you have developed a few  Deep Learning models, the course will focus on Reinforcement Learning, a type of Machine Learning that has caught up more attention recently. Although currently Reinforcement Learning has only a few practical applications, it is a promising area of research in AI that might become relevant in the near future.After this course, if you have followed the courses of the IBM Specialization in order, you will have considerable practice and a solid understanding in the main types of Machine Learning which are: Supervised Learning, Unsupervised Learning, Deep Learning, and Reinforcement Learning.

By the end of this course you should be able to:
Explain the kinds of problems suitable for Unsupervised Learning approaches
Explain the curse of dimensionality, and how it makes clustering difficult with many features
Describe and use common clustering and dimensionality-reduction algorithms
Try clustering points where appropriate, compare the performance of per-cluster models
Understand metrics relevant for characterizing clusters

Who should take this course?
This course targets aspiring data scientists interested in acquiring hands-on experience with Deep Learning and Reinforcement Learning.
 
What skills should you have?
To make the most out of this course, you should have familiarity with programming on a Python development environment, as well as fundamental understanding of Data Cleaning, Exploratory Data Analysis, Unsupervised Learning, Supervised Learning, Calculus, Linear Algebra, Probability, and Statistics.",[],"['English', 'Course 5 of 6 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 14 hours to complete
252,/learn/data-scientists-tools,The Data Scientist’s Toolbox,Johns Hopkins University,4.6,"617,557 recent views","31,308 ratings",6659,"In this course you will get an introduction to the main tools and ideas in the data scientist's toolbox. The course gives an overview of the data, questions, and tools that data analysts and data scientists work with. There are two components to this course. The first is a conceptual introduction to the ideas behind turning data into actionable knowledge. The second is a practical introduction to the tools that will be used in the program like version control, markdown, git, GitHub, R, and RStudio.","['30%got a tangible career benefit from this course', '32%started a new career after completing these courses']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 18 hours to complete
253,/learn/hypothesis-testing-public-health,Hypothesis Testing in Public Health ,Johns Hopkins University,4.8,"26,827 recent views",419 ratings,98,"Biostatistics is an essential skill for every public health researcher because it provides a set of precise methods for extracting meaningful conclusions from data. In this second course of the Biostatistics in Public Health Specialization, you'll learn to evaluate sample variability and apply statistical hypothesis testing methods. Along the way, you'll perform calculations and interpret real-world data from the published scientific literature. Topics include sample statistics, the central limit theorem, confidence intervals, hypothesis testing, and p values.","['20%got a tangible career benefit from this course', '25%started a new career after completing these courses']","['English', 'Course 2 of 4 in the', 'Shareable Certificate', 'Beginner Level', 'Flexible deadlines', '100% online']",Approx. 19 hours to complete
254,/learn/practical-rl,Practical Reinforcement Learning,HSE University,4.2,"38,318 recent views",421 ratings,113,"Welcome to the Reinforcement Learning course. Here you will find out about:

- foundations of RL methods: value/policy iteration, q-learning, policy gradient, etc.
--- with math & batteries included

- using deep neural networks for RL tasks
--- also known as ""the hype train""

- state of the art RL algorithms
--- and how to apply duct tape to them for practical problems.

- and, of course, teaching your neural network to play games
--- because that's what everyone thinks RL is about. We'll also use it for seq2seq and contextual bandits.

Jump in. It's gonna be fun!

Do you have technical problems? Write to us: coursera@hse.ru","['56%got a tangible career benefit from this course', '33%started a new career after completing these courses', '33%got a pay increase or promotion']","['English', 'Course 4 of 7 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 26 hours to complete
255,/learn/apply-generative-adversarial-networks-gans,Apply Generative Adversarial Networks (GANs),DeepLearning.AI,4.8,"48,787 recent views",278 ratings,60,"In this course, you will:- Explore the applications of GANs and examine them wrt data augmentation, privacy, and anonymity
- Leverage the image-to-image translation framework and identify applications to modalities beyond images
- Implement Pix2Pix, a paired image-to-image translation GAN, to adapt satellite images into map routes (and vice versa)
- Compare paired image-to-image translation to unpaired image-to-image translation and identify how their key difference necessitates different GAN architectures
- Implement CycleGAN, an unpaired image-to-image translation model, to adapt horses to zebras (and vice versa) with two GANs in one

The DeepLearning.AI Generative Adversarial Networks (GANs) Specialization provides an exciting introduction to image generation with GANs, charting a path from foundational concepts to advanced techniques through an easy-to-understand approach. It also covers social implications, including bias in ML and the ways to detect it, privacy preservation, and more.

Build a comprehensive knowledge base and gain hands-on experience in GANs. Train your own model using PyTorch, use it to create images, and evaluate a variety of advanced GANs. 

This Specialization provides an accessible pathway for all levels of learners looking to break into the GANs space or apply GANs to their own projects, even without prior familiarity with advanced math and machine learning research.",[],"['English', 'Intermediate Level', 'Shareable Certificate', 'Flexible deadlines', 'Course 3 of 3 in the', '100% online']",Approx. 26 hours to complete
256,/learn/causal-effects,Measuring Causal Effects in the Social Sciences,University of Copenhagen,4.2,"8,169 recent views",193 ratings,46,"How can we know if the differences in wages between men and women are caused by discrimination or differences in background characteristics? In this PhD-level course we look at causal effects as opposed to spurious relationships. We will discuss how they can be identified in the social sciences using quantitative data, and describe how this can help us understand social mechanisms.","['17%got a pay increase or promotion', '17%got a tangible career benefit from this course']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 7 hours to complete
257,/learn/reproducible-research,Reproducible Research,Johns Hopkins University,4.6,"53,699 recent views","4,024 ratings",574,"This course focuses on the concepts and tools behind reporting modern data analyses in a reproducible manner. Reproducible research is the idea that data analyses, and more generally, scientific claims, are published with their data and software code so that others may verify the findings and build upon them.  The need for reproducibility is increasing dramatically as data analyses become more complex, involving larger datasets and more sophisticated computations. Reproducibility allows for people to focus on the actual content of a data analysis, rather than on superficial details reported in a written summary. In addition, reproducibility makes an analysis more useful to others because the data and code that actually conducted the analysis are available. This course will focus on literate statistical analysis tools which allow one to publish data analyses in a single document that allows others to easily execute the same analysis to obtain the same results.","['13%got a pay increase or promotion', '35%got a tangible career benefit from this course', '31%started a new career after completing these courses']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 8 hours to complete
258,/learn/data-analysis-capstone,Data Analysis and Interpretation Capstone,Wesleyan University,4.7,"2,492 recent views",38 ratings,7,"The Capstone project will allow you to continue to apply and refine the data analytic techniques learned from the previous courses in the Specialization to address an important issue in society. You will use real world data to complete a project with our industry and academic partners. For example, you can work with our industry partner, DRIVENDATA, to help them solve some of the world's biggest social challenges! DRIVENDATA at www.drivendata.org, is committed to bringing cutting-edge practices in data science and crowdsourcing to some of the world's biggest social challenges and the organizations taking them on. Or, you can work with our other industry partner, The Connection (www.theconnectioninc.org) to help them better understand recidivism risk for people on parole seeking substance use treatment. For more than 40 years, The Connection has been one of Connecticut’s leading private, nonprofit human service and community development agencies. Each month, thousands of people are assisted by The Connection’s diverse behavioral health, family support and community justice programs. The Connection’s Institute for Innovative Practice was created in 2010 to bridge the gap between researchers and practitioners in the behavioral health and criminal justice fields with the goal of developing maximally effective, evidence-based treatment programs. 

A major component of the Capstone project is for you to be able to choose the information from your analyses that best conveys results and implications, and to tell a compelling story with this information. By the end of the course, you will have a professional quality report of your findings that can be shown to colleagues and potential employers to demonstrate the skills you learned by completing the Specialization.","['50%started a new career after completing these courses', '33%got a tangible career benefit from this course']","['English', 'Course 5 of 5 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 6 hours to complete
259,/learn/gis-mapping-spatial-analysis-capstone,"GIS, Mapping, and Spatial Analysis Capstone",University of Toronto,4.9,"15,848 recent views",200 ratings,67,"In this capstone course, you will apply everything you have learned by designing and then completing your own GIS project. You will plan out your project by writing a brief proposal that explains what you plan to do and why. You will then find data for a topic and location of your choice, and perform analysis and create maps that allow you to try out different tools and data sets. The results of your work will be assembled into an Esri story map, which is a web site with maps, images, text, and video. The goal is for you to have a finished product that you can share, and that demonstrates what you have learned.Note: software is not provided for this course.",[],"['English', 'Shareable Certificate', 'Course 4 of 4 in the', 'Flexible deadlines', '100% online']",Approx. 11 hours to complete
260,/learn/feature-engineering-matlab,Data Processing and Feature Engineering with MATLAB,MathWorks,4.7,"23,233 recent views",277 ratings,97,"In this course, you will build on the skills learned in Exploratory Data Analysis with MATLAB to lay the foundation required for predictive modeling.  This intermediate-level course is useful to anyone who needs to combine data from multiple sources or times and has an interest in modeling.  These skills are valuable for those who have domain knowledge and some exposure to computational tools, but no programming background. To be successful in this course, you should have some background in basic statistics (histograms, averages, standard deviation, curve fitting, interpolation) and have completed Exploratory Data Analysis with MATLAB. 

Throughout the course, you will merge data from different data sets and handle common scenarios, such as missing data.  In the last module of the course, you will explore special techniques for handling textual, audio, and image data, which are common in data science and more advanced modeling.   By the end of this course, you will learn how to visualize your data, clean it up and arrange it for analysis, and identify the qualities necessary to answer your questions.  You will be able to visualize the distribution of your data and use visual inspection to address artifacts that affect accurate modeling.",[],"['English', 'Shareable Certificate', 'Flexible deadlines', 'Course 1 of 1 in the', '100% online']",Approx. 18 hours to complete
261,/learn/data-what-it-is-what-can-we-do-with-it,"Data – What It Is, What We Can Do With It",Johns Hopkins University,4.5,"18,850 recent views",49 ratings,10,"This course introduces students to data and statistics.  By the end of the course, students should be able to interpret descriptive statistics, causal analyses and visualizations to draw meaningful insights.  The course first introduces a framework for thinking about the various purposes of statistical analysis.  We’ll talk about how analysts use data for descriptive, causal and predictive inference.  We’ll then cover how to develop a research study for causal analysis, compute and interpret descriptive statistics and design effective visualizations.  The course will help you to become a thoughtful and critical consumer of analytics. 

If you are in a field that increasingly relies on data-driven decision making, but you feel unequipped to interpret and evaluate data, this course will help you develop these fundamental tools of data literacy.",[],"['English', 'Shareable Certificate', 'Beginner Level', 'Course 1 of 5 in the', 'Flexible deadlines', '100% online']",Approx. 11 hours to complete
262,/learn/julia-programming,Julia Scientific Programming,University of Cape Town,4.5,"31,193 recent views",368 ratings,123,"This four-module course introduces users to Julia as a first language.  Julia is a high-level, high-performance dynamic programming language developed specifically for scientific computing. This language will be particularly useful for applications in physics, chemistry, astronomy, engineering, data science, bioinformatics and many more. As open source software, you will always have it available throughout your working life. It can also be used from the command line, program files or a new type of interface known as a Jupyter notebook (which is freely available as a service from JuliaBox.com).Julia is designed to address the requirements of high-performance numerical and scientific computing while also being effective for general-purpose programming. You will be able to access all the available processors and memory, scrape data from anywhere on the web, and have it always accessible through any device you care to use as long as it has a browser.  Join us to discover new computing possibilities. Let's get started on learning Julia.

By the end of the course you will be able to:
- Programme using the Julia language by practising through assignments
- Write your own simple Julia programs from scratch
- Understand the advantages and capacities of Julia as a computing language
- Work in Jupyter notebooks using the Julia language
- Use various Julia packages such as  Plots, DataFrames and Stats

The course is delivered through video lectures, on-screen demonstrations, quizzes and practical peer-reviewed projects designed to give you an opportunity to work with the packages.","['17%started a new career after completing these courses', '17%got a tangible career benefit from this course']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 18 hours to complete
